,Make,Model,Year,Mileage,Transmission,Engine,Exterior Color,Interior Color,MPG,Fuel Type,Drive Type,Location (City),Location (State),Style,Condition (Accidents),Options Level,Bed Length,Price
16615,Chevrolet,['Tahoe'],2019.0,,Automatic,5.3L V-8 Gas,,Jet Black,15 cty / 21 hwy,Gas,4WD,Plainfield,IN,LT 4WD,0 reported accidents,Fully Loaded,,"43,500"
16616,Nissan,['Altima'],2014.0,"96,084",Automatic,2.5L Inline-4 Gas,Black,Unknown,27 cty / 38 hwy,Gas,FWD,Colorado Springs,CO,2.5,1 reported accidents,Standard,,"7,625"
16617,Hyundai,['Veloster'],2017.0,"9,938",Automatic,1.6L Inline-4 Gas,,Black,28 cty / 35 hwy,Gas,FWD,Tampa,FL,Value Edition DCT,0 reported accidents,Standard,,"11,984"
16618,Hyundai,['Elantra'],2019.0,"34,543",Automatic,2.0L Inline-4 Gas,Symphony Silver,Gray,28 cty / 37 hwy,Gas,FWD,Pittsburg,CA,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"13,857"
16619,Chrysler,['300'],2019.0,"31,433",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Metairie,LA,Limited RWD,0 reported accidents,Standard,,"20,995"
16620,Kia,['Optima'],2017.0,"34,134",Automatic,2.4L Inline-4 Gas,Aurora Black,Black,25 cty / 36 hwy,Gas,FWD,Charleston,SC,LX,0 reported accidents,Fully Loaded,,"12,279"
16621,Nissan,['Altima'],2017.0,"104,968",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 39 hwy,Gas,FWD,Dallas,TX,2.5 S,1 reported accidents,Standard,,"9,995"
16622,Nissan,['Rogue'],2019.0,"21,593",Automatic,2.5L Inline-4 Gas,,Charcoal,25 cty / 32 hwy,Gas,AWD,Fort Smith,AR,SV AWD,0 reported accidents,Minimal Options,,"19,998"
16623,Cadillac,['Escalade'],2007.0,"126,511",Automatic,6.2L V-8 Gas,,Beige,13 cty / 19 hwy,Gas,AWD,Evanston,IL,AWD,0 reported accidents,Standard,,"9,500"
16624,Ford,['Fusion'],2019.0,"43,255",Automatic,,Agate Black,Ebony,20 cty / 29 hwy,Gas,AWD,Arlington,TX,Titanium AWD,0 reported accidents,Standard,,"16,799"
16625,Ford,['Fiesta'],2019.0,"19,638",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Phoenix,AZ,SE Sedan,0 reported accidents,Standard,,"10,997"
16626,Hyundai,['Elantra'],2019.0,"32,668",Automatic,2.0L Inline-4 Gas,Phantom Black,Black,28 cty / 37 hwy,Gas,FWD,Corpus Christi,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,708"
16627,Kia,['Forte'],2017.0,"56,000",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Birmingham,AL,LX Sedan Automatic,1 reported accidents,Well Equipped,,"9,500"
16628,Ford,['Taurus'],1999.0,"136,580",Automatic,3.0L V-6 Gas,,,20 cty / 28 hwy,Gas,FWD,Port Orange,FL,SE Sedan,0 reported accidents,Standard,,"1,995"
16629,Chevrolet,['Suburban'],2006.0,"215,785",Automatic,8.1L V-8 Gas,Silver,Gray,N/A cty / N/A hwy,Gas,4WD,Duncan,OK,LS 2500 4WD,0 reported accidents,Standard,,"5,999"
16630,Saturn,['VUE'],2006.0,"166,909",Automatic,2.2L Inline-4 Gas,Silver Nickel,Grey,22 cty / 27 hwy,Gas,FWD,Bellevue,NE,FWD Auto,1 reported accidents,Standard,,"3,000"
16631,Chevrolet,['Tahoe'],2019.0,"37,702",Automatic,5.3L V-8 Gas,Summit White,Jet Black,15 cty / 21 hwy,Gas,4WD,Boise,ID,LT 4WD,0 reported accidents,Minimal Options,,"38,999"
16632,Toyota,['Camry'],2019.0,"36,963",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Ardmore,PA,SE Automatic,0 reported accidents,Standard,,"20,665"
16633,Lexus,['GX'],2005.0,"135,756",Automatic,4.7L V-8 Gas,White,Gray,15 cty / 19 hwy,Gas,4WD,Belton,MO,GX 470,1 reported accidents,Standard,,"9,488"
16634,Chevrolet,['Traverse'],2012.0,"98,600",Automatic,3.6L V-6 Gas,Gold Mist Metallic,Ebony,17 cty / 24 hwy,Gas,FWD,Glendale,AZ,LT with 1LT FWD,0 reported accidents,Standard,,"8,000"
16635,Chevrolet,"['Express', 'Passenger']",2019.0,"25,897",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Dunn,NC,3500 LT LWB,0 reported accidents,Well Equipped,,"22,975"
16636,Nissan,['Rogue'],2019.0,"26,084",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Houston,TX,SV FWD,0 reported accidents,Standard,,"16,588"
16637,Nissan,['Sentra'],2019.0,"9,563",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,Miami Gardens,FL,SV CVT,1 reported accidents,Minimal Options,,"11,700"
16638,Mercedes-Benz,['CLS'],2006.0,"129,304",Automatic,5.0L V-8 Gas,Black,Black,16 cty / 22 hwy,Gas,RWD,Jacksonville,FL,CLS 600,0 reported accidents,Standard,,"7,991"
16639,Nissan,['Sentra'],2019.0,"18,218",Automatic,1.8L Inline-4 Gas,Red Alert,Charcoal,29 cty / 37 hwy,Gas,FWD,Greatneck,NY,SV CVT,0 reported accidents,Well Equipped,,"10,495"
16640,Jeep,['Cherokee'],2015.0,"70,389",Automatic,3.2L V-6 Gas,,,21 cty / 28 hwy,Gas,4WD,Temple Hills,MD,Latitude 4WD,0 reported accidents,Well Equipped,,"11,449"
16641,Ford,['F-150'],2018.0,"29,966",Automatic,5.0L V-8 Gas,Oxford White,Medium Earth Gray,18 cty / 23 hwy,Gas,4WD,Yerington,NV,XL SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"27,900"
16642,Lincoln,['MKX'],2010.0,"66,106",Automatic,3.5L V-6 Gas,,White,18 cty / 25 hwy,Gas,FWD,Ocoee,FL,FWD,0 reported accidents,Standard,,"8,875"
16643,Kia,['Soul'],2016.0,"76,885",Automatic,2.0L Inline-4 Gas,,Black,24 cty / 31 hwy,Gas,FWD,Branson,MO,+ Automatic,1 reported accidents,Minimal Options,,"9,850"
16644,Ford,['Fusion'],2019.0,"36,556",Automatic,2.0L Inline-4 Hybrid,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Statesboro,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,000"
16645,Ram,"['1500', 'Classic']",2019.0,"16,168",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Arlington,TX,,0 reported accidents,Minimal Options,Standard Bed,"25,920"
16646,Toyota,['RAV4'],2019.0,"26,472",Automatic,2.5L Inline-4 Gas,Super White,Black,25 cty / 33 hwy,Gas,AWD,Placerville,CA,XLE AWD,0 reported accidents,Standard,,"24,990"
16647,Toyota,['Corolla'],2020.0,"20,838",Automatic,1.8L Inline-4 Gas,Blueprint,Unknown,30 cty / 38 hwy,Gas,FWD,Carlsbad,CA,LE CVT,0 reported accidents,Standard,,"17,991"
16648,Toyota,['Prius'],2012.0,"97,356",Automatic,1.8L Inline-4 Hybrid,Black,Gray,51 cty / 48 hwy,Hybrid,FWD,Ocoee,FL,Three,0 reported accidents,Standard,,"7,450"
16649,Toyota,['Camry'],2019.0,"35,135",Automatic,2.5L Inline-4 Gas,Predawn Gray Mica,Ash,28 cty / 39 hwy,Gas,FWD,Arlington,TX,SE Automatic,0 reported accidents,Standard,,"18,990"
16650,Kia,['Optima'],2017.0,"34,134",Automatic,2.4L Inline-4 Gas,Aurora Black,Black,25 cty / 36 hwy,Gas,FWD,Charleston,SC,LX,0 reported accidents,Fully Loaded,,"12,279"
16651,Nissan,['Altima'],2017.0,"104,968",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 39 hwy,Gas,FWD,Dallas,TX,2.5 S,1 reported accidents,Standard,,"9,995"
16652,Nissan,['Rogue'],2019.0,"21,593",Automatic,2.5L Inline-4 Gas,,Charcoal,25 cty / 32 hwy,Gas,AWD,Fort Smith,AR,SV AWD,0 reported accidents,Minimal Options,,"19,998"
16653,Cadillac,['Escalade'],2007.0,"126,511",Automatic,6.2L V-8 Gas,,Beige,13 cty / 19 hwy,Gas,AWD,Evanston,IL,AWD,0 reported accidents,Standard,,"9,500"
16654,Ford,['Fusion'],2019.0,"43,255",Automatic,,Agate Black,Ebony,20 cty / 29 hwy,Gas,AWD,Arlington,TX,Titanium AWD,0 reported accidents,Standard,,"16,799"
16655,Ford,['Fiesta'],2019.0,"19,638",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Phoenix,AZ,SE Sedan,0 reported accidents,Standard,,"10,997"
16656,Hyundai,['Elantra'],2019.0,"32,668",Automatic,2.0L Inline-4 Gas,Phantom Black,Black,28 cty / 37 hwy,Gas,FWD,Corpus Christi,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,708"
16657,Kia,['Forte'],2017.0,"56,000",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Birmingham,AL,LX Sedan Automatic,1 reported accidents,Well Equipped,,"9,500"
16658,Ford,['Taurus'],1999.0,"136,580",Automatic,3.0L V-6 Gas,,,20 cty / 28 hwy,Gas,FWD,Port Orange,FL,SE Sedan,0 reported accidents,Standard,,"1,995"
16659,Chevrolet,['Suburban'],2006.0,"215,785",Automatic,8.1L V-8 Gas,Silver,Gray,N/A cty / N/A hwy,Gas,4WD,Duncan,OK,LS 2500 4WD,0 reported accidents,Standard,,"5,999"
16660,Saturn,['VUE'],2006.0,"166,909",Automatic,2.2L Inline-4 Gas,Silver Nickel,Grey,22 cty / 27 hwy,Gas,FWD,Bellevue,NE,FWD Auto,1 reported accidents,Standard,,"3,000"
16661,Chevrolet,['Tahoe'],2019.0,"37,702",Automatic,5.3L V-8 Gas,Summit White,Jet Black,15 cty / 21 hwy,Gas,4WD,Boise,ID,LT 4WD,0 reported accidents,Minimal Options,,"38,999"
16662,Toyota,['Camry'],2019.0,"36,963",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Ardmore,PA,SE Automatic,0 reported accidents,Standard,,"20,814"
16663,Lexus,['GX'],2005.0,"135,756",Automatic,4.7L V-8 Gas,White,Gray,15 cty / 19 hwy,Gas,4WD,Belton,MO,GX 470,1 reported accidents,Standard,,"9,488"
16664,Chevrolet,['Traverse'],2012.0,"98,600",Automatic,3.6L V-6 Gas,Gold Mist Metallic,Ebony,17 cty / 24 hwy,Gas,FWD,Glendale,AZ,LT with 1LT FWD,0 reported accidents,Standard,,"8,000"
16665,Chevrolet,"['Express', 'Passenger']",2019.0,"25,897",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Dunn,NC,3500 LT LWB,0 reported accidents,Well Equipped,,"22,975"
16666,Nissan,['Rogue'],2019.0,"26,084",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Houston,TX,SV FWD,0 reported accidents,Standard,,"16,588"
16667,Nissan,['Sentra'],2019.0,"9,563",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,Miami Gardens,FL,SV CVT,1 reported accidents,Minimal Options,,"11,700"
16668,Mercedes-Benz,['CLS'],2006.0,"129,304",Automatic,5.0L V-8 Gas,Black,Black,16 cty / 22 hwy,Gas,RWD,Jacksonville,FL,CLS 600,0 reported accidents,Standard,,"7,991"
16669,Nissan,['Sentra'],2019.0,"18,218",Automatic,1.8L Inline-4 Gas,Red Alert,Charcoal,29 cty / 37 hwy,Gas,FWD,Greatneck,NY,SV CVT,0 reported accidents,Well Equipped,,"10,495"
16670,Jeep,['Cherokee'],2015.0,"70,389",Automatic,3.2L V-6 Gas,,,21 cty / 28 hwy,Gas,4WD,Temple Hills,MD,Latitude 4WD,0 reported accidents,Well Equipped,,"11,449"
16671,Ford,['F-150'],2018.0,"29,966",Automatic,5.0L V-8 Gas,Oxford White,Medium Earth Gray,18 cty / 23 hwy,Gas,4WD,Yerington,NV,XL SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"27,900"
16672,Lincoln,['MKX'],2010.0,"66,106",Automatic,3.5L V-6 Gas,,White,18 cty / 25 hwy,Gas,FWD,Ocoee,,FWD,0 reported accidents,Standard,,"8,875"
16673,Kia,['Soul'],2016.0,"76,885",Automatic,2.0L Inline-4 Gas,Clear White,Black,24 cty / 31 hwy,Gas,FWD,Branson,MO,+ Automatic,1 reported accidents,Minimal Options,,"9,850"
16674,Ford,['Fusion'],2019.0,"36,556",Automatic,2.0L Inline-4 Hybrid,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Statesboro,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,000"
16675,Ram,"['1500', 'Classic']",2019.0,"16,168",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Arlington,TX,,0 reported accidents,Minimal Options,Standard Bed,"25,920"
16676,Toyota,['RAV4'],2019.0,"26,472",Automatic,2.5L Inline-4 Gas,Super White,Black,25 cty / 33 hwy,Gas,AWD,Placerville,CA,XLE AWD,0 reported accidents,Standard,,"24,990"
16677,Toyota,['Corolla'],2020.0,"20,838",Automatic,1.8L Inline-4 Gas,Blueprint,Unknown,30 cty / 38 hwy,Gas,FWD,Carlsbad,CA,LE CVT,0 reported accidents,Standard,,"17,991"
16678,Toyota,['Prius'],2012.0,"97,356",Automatic,1.8L Inline-4 Hybrid,Black,Gray,51 cty / 48 hwy,Hybrid,FWD,Ocoee,FL,Three,0 reported accidents,Standard,,"7,450"
16679,Toyota,['Camry'],2019.0,"35,135",Automatic,2.5L Inline-4 Gas,Predawn Gray Mica,Ash,28 cty / 39 hwy,Gas,FWD,Arlington,TX,SE Automatic,0 reported accidents,Standard,,"18,990"
16680,Kia,['Optima'],2017.0,"34,134",Automatic,2.4L Inline-4 Gas,Aurora Black,Black,25 cty / 36 hwy,Gas,FWD,Charleston,SC,LX,0 reported accidents,Fully Loaded,,"12,279"
16681,Nissan,['Altima'],2017.0,"104,968",Automatic,2.5L Inline-4 Gas,Gun Metallic,Charcoal,27 cty / 39 hwy,Gas,FWD,Dallas,TX,2.5 S,1 reported accidents,Standard,,"9,995"
16682,Nissan,['Rogue'],2019.0,"21,593",Automatic,2.5L Inline-4 Gas,,Charcoal,25 cty / 32 hwy,Gas,AWD,Fort Smith,AR,SV AWD,0 reported accidents,Minimal Options,,"19,998"
16683,Cadillac,['Escalade'],2007.0,"126,511",Automatic,6.2L V-8 Gas,,Beige,13 cty / 19 hwy,Gas,AWD,Evanston,IL,AWD,0 reported accidents,Standard,,"9,500"
16684,Ford,['Fusion'],2019.0,"43,255",Automatic,,Agate Black,Ebony,20 cty / 29 hwy,Gas,AWD,Arlington,TX,Titanium AWD,0 reported accidents,Standard,,"16,799"
16685,Ford,['Fiesta'],2019.0,"19,638",Automatic,1.6L Inline-4 Gas,Oxford White,Charcoal Black,27 cty / 35 hwy,Gas,FWD,Phoenix,AZ,SE Sedan,0 reported accidents,Standard,,"10,997"
16686,Hyundai,['Elantra'],2019.0,"32,668",Automatic,2.0L Inline-4 Gas,Phantom Black,Black,28 cty / 37 hwy,Gas,FWD,Corpus Christi,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,708"
16687,Kia,['Forte'],2017.0,"56,000",Automatic,2.0L Inline-4 Gas,Aurora Black,Black,29 cty / 38 hwy,Gas,FWD,Birmingham,AL,LX Sedan Automatic,1 reported accidents,Well Equipped,,"9,500"
16688,Ford,['Taurus'],1999.0,"136,580",Automatic,3.0L V-6 Gas,,,20 cty / 28 hwy,Gas,FWD,Port Orange,FL,SE Sedan,0 reported accidents,Standard,,"1,995"
16689,Chevrolet,['Suburban'],2006.0,"215,785",Automatic,8.1L V-8 Gas,Silver,Gray,N/A cty / N/A hwy,Gas,4WD,Duncan,OK,LS 2500 4WD,0 reported accidents,Standard,,"5,999"
16690,Saturn,['VUE'],2006.0,"166,909",Automatic,2.2L Inline-4 Gas,Silver Nickel,Grey,22 cty / 27 hwy,Gas,FWD,Bellevue,NE,FWD Auto,1 reported accidents,Standard,,"3,000"
16691,Chevrolet,['Tahoe'],2019.0,"37,702",Automatic,5.3L V-8 Gas,Summit White,Jet Black,15 cty / 21 hwy,Gas,4WD,Boise,ID,LT 4WD,0 reported accidents,Minimal Options,,"38,999"
16692,Toyota,['Camry'],2019.0,"36,963",Automatic,2.5L Inline-4 Gas,Super White,Black,28 cty / 39 hwy,Gas,FWD,Ardmore,PA,SE Automatic,0 reported accidents,Standard,,"20,814"
16693,Lexus,['GX'],2005.0,"135,756",Automatic,4.7L V-8 Gas,White,Gray,15 cty / 19 hwy,Gas,4WD,Belton,MO,GX 470,1 reported accidents,Standard,,"9,488"
16694,Chevrolet,['Traverse'],2012.0,"98,600",Automatic,3.6L V-6 Gas,Gold Mist Metallic,Ebony,17 cty / 24 hwy,Gas,FWD,Glendale,AZ,LT with 1LT FWD,0 reported accidents,Standard,,"8,000"
16695,Chevrolet,"['Express', 'Passenger']",2019.0,"25,897",Automatic,6.0L V-8 Gas,Summit White,Medium Pewter,N/A cty / N/A hwy,Gas,RWD,Dunn,NC,3500 LT LWB,0 reported accidents,Well Equipped,,"22,975"
16696,,['Rogue'],2019.0,"26,084",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Houston,TX,SV FWD,0 reported accidents,Standard,,"16,588"
16697,Nissan,['Sentra'],2019.0,"9,563",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,Miami Gardens,FL,SV CVT,1 reported accidents,Minimal Options,,"11,700"
16698,Mercedes-Benz,['CLS'],2006.0,"129,304",Automatic,5.0L V-8 Gas,Black,Black,16 cty / 22 hwy,Gas,RWD,Jacksonville,FL,CLS 600,0 reported accidents,Standard,,"7,991"
16699,Nissan,['Sentra'],2019.0,"18,218",Automatic,1.8L Inline-4 Gas,Red Alert,Charcoal,29 cty / 37 hwy,Gas,FWD,Greatneck,NY,SV CVT,0 reported accidents,Well Equipped,,"10,495"
16700,Jeep,['Cherokee'],2015.0,"70,389",Automatic,3.2L V-6 Gas,,,21 cty / 28 hwy,Gas,4WD,Temple Hills,MD,Latitude 4WD,0 reported accidents,Well Equipped,,"11,449"
16701,Ford,['F-150'],2018.0,"29,966",Automatic,5.0L V-8 Gas,Oxford White,Medium Earth Gray,18 cty / 23 hwy,Gas,4WD,Yerington,NV,XL SuperCrew 5.5\' Box 4WD,0 reported accidents,Standard,Short Bed,"27,900"
16702,Lincoln,['MKX'],2010.0,"66,106",Automatic,3.5L V-6 Gas,,White,18 cty / 25 hwy,Gas,FWD,Ocoee,FL,FWD,0 reported accidents,Standard,,"8,875"
16703,Kia,['Soul'],2016.0,"76,885",Automatic,2.0L Inline-4 Gas,Clear White,Black,24 cty / 31 hwy,Gas,FWD,Branson,MO,+ Automatic,1 reported accidents,Minimal Options,,"9,850"
16704,Ford,['Fusion'],2019.0,"36,556",Automatic,2.0L Inline-4 Hybrid,Magnetic Metallic,Ebony,43 cty / 41 hwy,Hybrid,FWD,Statesboro,GA,Hybrid Titanium FWD,0 reported accidents,Standard,,"18,000"
16705,,"['1500', 'Classic']",2019.0,"16,168",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,15 cty / 22 hwy,Gas,RWD,Arlington,TX,,0 reported accidents,Minimal Options,Standard Bed,"25,920"
16706,Toyota,['RAV4'],2019.0,"26,472",Automatic,2.5L Inline-4 Gas,Super White,Black,25 cty / 33 hwy,Gas,AWD,Placerville,CA,XLE AWD,0 reported accidents,Standard,,"24,990"
16707,Toyota,['Corolla'],2020.0,"20,838",Automatic,1.8L Inline-4 Gas,Blueprint,Unknown,30 cty / 38 hwy,Gas,FWD,Carlsbad,CA,LE CVT,0 reported accidents,Standard,,"17,991"
16708,Toyota,['Prius'],2012.0,"97,356",Automatic,1.8L Inline-4 Hybrid,Black,Gray,51 cty / 48 hwy,Hybrid,FWD,Ocoee,FL,Three,0 reported accidents,Standard,,"7,450"
16709,Toyota,['Camry'],2019.0,"35,135",Automatic,2.5L Inline-4 Gas,Predawn Gray Mica,Ash,28 cty / 39 hwy,Gas,FWD,Arlington,TX,SE Automatic,0 reported accidents,Standard,,"18,990"
16710,Nissan,['370Z'],2013.0,"47,033",Manual,3.7L V-6 Gas,,Black,19 cty / 26 hwy,Gas,RWD,Springfield,IL,Base Coupe Auto,0 reported accidents,Well Equipped,,"17,795"
16711,Dodge,['Charger'],2014.0,"100,471",Automatic,3.6L V-6 Gas,,Black,18 cty / 27 hwy,Gas,RWD,Springfield,IL,SE RWD,1 reported accidents,Minimal Options,,"9,495"
16712,MINI,['Countryman'],2013.0,"95,532",Manual,1.6L Inline-4 Gas,Light White,Carbon Black,27 cty / 35 hwy,Gas,FWD,Springfield,IL,FWD,0 reported accidents,Standard,,"8,495"
16713,Ford,['Fusion'],2015.0,"105,421",Automatic,2.5L Inline-4 Gas,Tan,Beige,22 cty / 34 hwy,Gas,FWD,Springfield,IL,SE FWD,0 reported accidents,Standard,,"8,495"
16714,Audi,['R8'],2012.0,"41,036",Automatic,4.2L V-8 Gas,,Black,13 cty / 21 hwy,Gas,AWD,Springfield,IL,Coupe 4.2L quattro Automatic,1 reported accidents,Standard,,"64,295"
16715,GMC,['Yukon'],2011.0,"156,798",Automatic,6.2L V-8 Gas,,,13 cty / 18 hwy,Gas,AWD,Springfield,IL,XL 1500 Denali AWD,0 reported accidents,Standard,,"13,695"
16716,Honda,['Odyssey'],2019.0,"1,256",Automatic,3.5L V-6 Gas,Deep Scarlet Pearl,Beige,19 cty / 28 hwy,Gas,FWD,Fremont,CA,EX-L,0 reported accidents,,,"32,585"
16717,BMW,['X6'],2011.0,"78,915",Automatic,,Jet Black,Sand Beige,16 cty / 23 hwy,Gas,AWD,Springfield,IL,xDrive35i AWD,0 reported accidents,Standard,,"17,895"
16718,GMC,['Canyon'],2009.0,"61,445",Automatic,2.9L Inline-4 Gas,Red,Gray,18 cty / 24 hwy,Gas,RWD,Springfield,IL,3VL Crew Cab 2WD SB,0 reported accidents,Standard,Short Bed,"9,795"
16719,Ram,['3500'],2017.0,"47,728",Automatic,,,Black,N/A cty / N/A hwy,Diesel,4WD,Springfield,IL,,0 reported accidents,Standard,Standard Bed,"44,695"
16720,Porsche,['911'],2017.0,"6,305",Manual,,Black,Red,20 cty / 29 hwy,Gas,RWD,Springfield,IL,Carrera,0 reported accidents,Standard,,"82,995"
16721,Chevrolet,['Tahoe'],2019.0,"26,953",Automatic,6.2L V-8 Gas,Summit White,Cocoa/Dune,15 cty / 21 hwy,Gas,4WD,Blue Springs,MO,Premier 4WD,0 reported accidents,Standard,,"59,950"
16722,Hyundai,['Ioniq'],2019.0,"31,240",Automatic,1.6L Inline-4 Hybrid,Ceramic White,Charcoal Black,55 cty / 54 hwy,Hybrid,FWD,Salem,OR,Hybrid Limited,0 reported accidents,Minimal Options,,"23,995"
16723,GMC,['Acadia'],2007.0,"137,188",Automatic,3.6L V-6 Gas,,Black,18 cty / 26 hwy,Gas,FWD,Springfield,IL,FWD 4dr SLE,0 reported accidents,Standard,,"6,395"
16724,Lexus,['ES'],2015.0,"9,477",Automatic,3.5L V-6 Gas,Silver,Gray,21 cty / 31 hwy,Gas,FWD,Springfield,IL,ES 350,1 reported accidents,Standard,,"19,495"
16725,Dodge,"['Ram', '2500']",2006.0,"327,799",Automatic,,White,Gray,N/A cty / N/A hwy,Diesel,4WD,Springfield,IL,SLT Quad Cab Regular Bed 4WD,0 reported accidents,Standard,Standard Bed,"8,495"
16726,Toyota,"['Prius', 'Prime']",2018.0,"18,151",Automatic,1.8L Inline-4 Plug-In,Titanium Glow,Black,N/A cty / N/A hwy,Plug-In,FWD,Fremont,CA,Plus,0 reported accidents,Standard,,"23,995"
16727,Chevrolet,['Equinox'],2016.0,"38,950",Automatic,2.4L Inline-4 Gas,Black,Jet Black,20 cty / 29 hwy,Gas,AWD,Fremont,CA,LT AWD,0 reported accidents,Well Equipped,,"17,473"
16728,Chevrolet,"['Silverado', '1500']",2015.0,"195,441",Automatic,5.3L V-8 Gas,,Cocoa/Dune,16 cty / 22 hwy,Gas,4WD,Springfield,IL,,0 reported accidents,Standard,Short Bed,"20,995"
16729,Audi,['S4'],2012.0,"127,013",Automatic,3.0L V-6 Gas Supercharged,Phantom Black Pearl,Black,18 cty / 28 hwy,Gas,AWD,Springfield,IL,Premium Plus Sedan S tronic,0 reported accidents,Standard,,"13,895"
16730,GMC,['Canyon'],2009.0,"112,096",Automatic,3.7L Inline-5 Gas,Champagne,Gray,16 cty / 21 hwy,Gas,4WD,Springfield,IL,SLT Crew Cab 4WD SB,2 reported accidents,Standard,Short Bed,"11,595"
16731,Nissan,['Rogue'],2016.0,"72,500",Automatic,2.5L Inline-4 Gas,Glacier White,Charcoal,26 cty / 33 hwy,Gas,FWD,Greenville,SC,S FWD,1 reported accidents,Standard,,"13,488"
16732,Audi,['Q5'],2018.0,"33,815",Automatic,,,Black,23 cty / 27 hwy,Gas,AWD,Midlothian,VA,Premium,0 reported accidents,Standard,,"25,750"
16733,Chevrolet,['Equinox'],2015.0,"118,036",Automatic,2.4L Inline-4 Gas,,Jet Black,22 cty / 32 hwy,Gas,FWD,Springfield,IL,LT with 1LT FWD,0 reported accidents,Fully Loaded,,"8,295"
16734,Chevrolet,"['Silverado', '1500']",2016.0,"51,949",Automatic,5.3L V-8 Gas,Black,Jet Black,16 cty / 19 hwy,Gas,4WD,Glendale Heights,IL,,0 reported accidents,Well Equipped,Standard Bed,"29,990"
16735,Nissan,['Altima'],2018.0,"45,304",Automatic,2.5L Inline-4 Gas,Glacier White,Charcoal,27 cty / 38 hwy,Gas,FWD,Irving,TX,2.5 SV,0 reported accidents,Standard,,"15,779"
16736,Jeep,['Wrangler'],2018.0,"23,250",Automatic,3.6L V-6 Gas,,Black,17 cty / 23 hwy,Gas,4WD,Surprise,AZ,Unlimited Sahara (JL),0 reported accidents,Standard,,"37,422"
16737,Dodge,"['Grand', 'Caravan']",2019.0,"50,210",Automatic,3.6L V-6 Gas,Billet Clearcoat,Black,17 cty / 25 hwy,Gas,FWD,Surprise,AZ,SXT,0 reported accidents,Minimal Options,,"16,992"
16738,Nissan,['Armada'],2019.0,"36,574",Automatic,5.6L V-8 Gas,Gun Metallic,Charcoal,13 cty / 18 hwy,Gas,AWD,Irving,TX,SL AWD,0 reported accidents,Standard,,"35,997"
16739,Dodge,['Charger'],2018.0,"45,325",Automatic,5.7L V-8 Gas,,Black,16 cty / 25 hwy,Gas,RWD,Surprise,AZ,R/T RWD,0 reported accidents,Minimal Options,,"24,990"
16740,Nissan,['370Z'],2013.0,"47,033",Manual,3.7L V-6 Gas,,Black,19 cty / 26 hwy,Gas,RWD,Springfield,IL,Base Coupe Auto,0 reported accidents,Well Equipped,,"17,795"
16741,Dodge,['Charger'],2014.0,"100,471",Automatic,3.6L V-6 Gas,,Black,18 cty / 27 hwy,Gas,RWD,Springfield,IL,SE RWD,1 reported accidents,Minimal Options,,"9,495"
